URL,Street Address,City,State,Zip,Last Sold Date,Price,Listed,Lot Area
https://www.trulia.com/p/fl/lee/9371-se-county-road-255-lee-fl-32059--2092506396,9371 SE County Road 255,Lee,FL,32059,"Last Sold: May 19, 2022","$499,500",180+ days ago,(on 20.02 acres)
https://www.trulia.com/home/Vacant-Se-Coolidge-Lee-FL-32059-2064323248,Vacant Se Coolidge Trl,Lee,FL,32059,"Last Sold: May 16, 2022","$108,000",180+ days ago,(on 16.50 acres)
https://www.trulia.com/home/00-NE-Cr-255-Lee-FL-32340-2084000106,00 NE Cr 255,Lee,FL,32340,"Last Sold: May 23, 2022","$58,000",180+ days ago,(on 10.15 acres)
https://www.trulia.com/home/0-K29-Madison-FL-32340-2064295742,K29,Madison,FL,32340,"Last Sold: May 20, 2022","$220,000",180+ days ago,(on 100 acres)
https://www.trulia.com/home/4219-NW-Farm-Center-Rd-Greenville-FL-32331-226909025,4219 NW Farm Center Rd,Greenville,FL,32331,"Last Sold: May 26, 2022","$140,000",180+ days ago,(on 5.80 acres)
https://www.trulia.com/p/fl/greenville/6997-sw-sundown-creek-rd-greenville-fl-32331--2346896364,6997 SW Sundown Creek Rd,Greenville,FL,32331,"Last Sold: May 17, 2022","$1,350,000",No Info,(on 234.67 acres)
https://www.trulia.com/home/665-NE-Ford-Dr-Madison-FL-32340-98473435,665 NE Ford Dr,Madison,FL,32340,"Last Sold: May 25, 2022","$47,000",No Info,(on 5 acres)
https://www.trulia.com/home/Vacant-Sw-Bee-Tree-Madison-FL-32340-2063179244,Vacant Sw Bee Tree Rd,Madison,FL,32340,"Last Sold: May 23, 2022","$71,000",180+ days ago,(on 49.91 acres)
https://www.trulia.com/p/fl/lee/3195-ne-juniper-dr-lee-fl-32059--2092505530,3195 NE Juniper Dr,Lee,FL,32059,"Last Sold: Apr 13, 2022","$150,500",No Info,(on 9.30 acres)
https://www.trulia.com/home/Vacant-Ne-Delphinium-Madison-FL-32340-2064238747,Vacant Ne Delphinium,Madison,FL,32340,"Last Sold: May 25, 2022","$55,000",180+ days ago,(on 5 acres)
https://www.trulia.com/home/0-SW-Bee-Tree-Rd-Madison-FL-32340-2063258206,SW Bee Tree Rd,Madison,FL,32340,"Last Sold: May 16, 2022","$71,000",180+ days ago,(on 49.91 acres)
https://www.trulia.com/home/Loper-Plantation-Madison-FL-32340-246824389,NW Loper Plantation Rd,Madison,FL,32340,"Last Sold: Apr 11, 2022","$67,000",No Info,(on 5 acres)
https://www.trulia.com/p/fl/madison/5987-ne-colin-kelly-hwy-madison-fl-32340--2092715515,5987 NE Colin Kelly Hwy,Madison,FL,32340,"Last Sold: Apr 18, 2022","$330,000",180+ days ago,(on 8.96 acres)
https://www.trulia.com/p/fl/madison/1292-ne-oats-ave-madison-fl-32340--1004374176,1292 NE Oats Ave,Madison,FL,32340,"Last Sold: May 24, 2022","$575,000",180+ days ago,(on 68.38 acres)
https://www.trulia.com/p/fl/greenville/1-ct-e-greenville-fl-32331--2345686785,1 Ct E,Greenville,FL,32331,"Last Sold: Apr 13, 2022","$39,000",No Info,(on 5.07 acres)
https://www.trulia.com/home/360-NW-Circle-Rd-A-Madison-FL-32340-98409148,360 NW Circle Rd #A,Madison,FL,32340,"Last Sold: Apr 18, 2022","$40,000",No Info,(on 11.96 acres)
https://www.trulia.com/home/0-Camp-P-Rd-Madison-FL-32340-2066856991,Camp P Rd,Madison,FL,32340,"Last Sold: Apr 14, 2022","$404,800",180+ days ago,(on 184 acres)
https://www.trulia.com/p/fl/madison/2398-w-us-highway-90-madison-fl-32340--2122231803,2398 W  US Highway 90,Madison,FL,32340,"Last Sold: Apr 19, 2022","$425,000",180+ days ago,(on 62.59 acres)
https://www.trulia.com/p/fl/lee/11256-s-state-route-53-lee-fl-32059--2565308592,11256 S  State Route 53,Lee,FL,32059,"Last Sold: Apr 29, 2022","$140,000",180+ days ago,(on 16.43 acres)
https://www.trulia.com/p/fl/madison/747-ne-ridge-loop-madison-fl-32340--2092715967,747 NE Ridge Loop,Madison,FL,32340,"Last Sold: May 2, 2022","$300,000",No Info,(on 79.02 acres)
https://www.trulia.com/home/0-N-Camp-P-Rd-Madison-FL-32340-2063478554,N  Camp P Rd,Madison,FL,32340,"Last Sold: Apr 29, 2022","$80,000",180+ days ago,(on 40 acres)
https://www.trulia.com/home/Tbd-Cr-255-Lee-FL-32059-2064221468,Tbd Cr 255,Lee,FL,32059,"Last Sold: Apr 29, 2022","$84,900",180+ days ago,(on 10.01 acres)
https://www.trulia.com/home/0-County-Road-255-Lee-FL-32059-2066447135,County Road 255,Lee,FL,32059,"Last Sold: Apr 29, 2022","$84,900",180+ days ago,(on 10.01 acres)
https://www.trulia.com/home/0-K29-Lee-FL-32059-2065796283,K29,Lee,FL,32059,"Last Sold: Apr 29, 2022","$205,106",180+ days ago,(on 93.23 acres)
https://www.trulia.com/home/0-SW-Georgia-Pacific-Way-Greenville-FL-32331-2063384318,SW Georgia Pacific Way,Greenville,FL,32331,"Last Sold: May 3, 2022","$7,415,752",180+ days ago,"(on 3,224 acres)"
https://www.trulia.com/p/fl/madison/211-ne-nixon-loop-madison-fl-32340--1067214581,211 NE Nixon Loop,Madison,FL,32340,"Last Sold: May 4, 2022","$205,000",180+ days ago,(on 5 acres)
https://www.trulia.com/home/2746-SW-Jim-Clark-Rd-Madison-FL-32340-299178243,2746 SW Jim Clark Rd,Madison,FL,32340,$120K,"$172,500",85 days ago,(on 12.30 acres)
https://www.trulia.com/home/Reagan-Madison-FL-32340-98494848,NE Reagan Rd,Madison,FL,32340,"Last Sold: May 13, 2022","$22,000",No Info,(on 5.01 acres)
